si_code,lon,lat,MAT,MAP,BIO_4,BIO_5,BIO_6,BIO_13,BIO_14,BIO_15
USA_HUY_LIN_NON,-74.1572027777778,42.5275305555556,78.58995128807362,859.5962309235513,9000.996973784968,249.99230445044748,-94.29287853507986,81.47248157512593,52.23044567188033,13
USA_INM,-86.413239,39.323228,120.26031919391515,1157.875702542217,9117.966620979985,293.26031919391517,-54.73968080608486,129.90505255731713,65.62961246508655,18
USA_MOR_SF,-86.413321,39.323011,120.23255530848704,1159.4803130577088,9117.658273781533,293.23255530848706,-54.76744469151298,130.08703838601548,65.71207440807186,18.000000000000004
USA_NWH,-91.256389,34.578889,172,1237.2403747688163,8060.97096279381,326.00000000000006,8,133.27900987242504,69.26241635035899,19.01244562735806
USA_ORN_ST1_AMB,-84.333,35.9,151,1217.004417976762,7598.708536953756,297.4832728879329,-1.5167271120670742,130.3420429093337,62.89266515455394,21.556712600225843
USA_ORN_ST2_AMB,-84.333,35.9,151,1217.004417976762,7598.708536953756,297.4832728879329,-1.5167271120670742,130.3420429093337,62.89266515455394,21.556712600225843
USA_ORN_ST3_ELE,-84.333,35.9,151,1217.004417976762,7598.708536953756,297.4832728879329,-1.5167271120670742,130.3420429093337,62.89266515455394,21.556712600225843
USA_ORN_ST4_ELE,-84.333,35.9,151,1217.004417976762,7598.708536953756,297.4832728879329,-1.5167271120670742,130.3420429093337,62.89266515455394,21.556712600225843
USA_PAR_FER,-76.6679166666667,35.8031111111111,166,1284.4380721104974,6940.98001771127,294,27.366716279461592,158.5059621987096,75.95968335851629,25
USA_PER_PER,-83.87,30.20611,199.99999999999997,1442.596223009953,5624.353664071861,300.00000000000006,77,189.3834384195344,71.97083062032408,30.999999999999996
USA_PJS_P04_AMB,-106.529444444444,34.38638888888889,126.67087645095576,311.4291562685849,8074.377948352891,301.80217545078557,-44.19782454921444,60.16456177452213,13.900024439546378,58.43122568119069
USA_PJS_P08_AMB,-106.529444444444,34.38638888888889,126.67087645095576,311.4291562685849,8074.377948352891,301.80217545078557,-44.19782454921444,60.16456177452213,13.900024439546378,58.43122568119069
USA_PJS_P12_AMB,-106.529444444444,34.38638888888889,126.67087645095576,311.4291562685849,8074.377948352891,301.80217545078557,-44.19782454921444,60.16456177452213,13.900024439546378,58.43122568119069
USA_SIL_OAK_1PR,-74.59555555555555,39.91563055555555,129,1180.339859654736,8281.919323576269,285,-22.999999999999996,125.13474701595112,80.55755368623026,11.999999999999998
USA_SIL_OAK_2PR,-74.59555555555555,39.91563055555555,129,1180.339859654736,8281.919323576269,285,-22.999999999999996,125.13474701595112,80.55755368623026,11.999999999999998
USA_SIL_OAK_POS,-74.59555555555555,39.91563055555555,129,1180.339859654736,8281.919323576269,285,-22.999999999999996,125.13474701595112,80.55755368623026,11.999999999999998
USA_SMI_SCB,-78.1454,38.8935,122.28540123496771,1202.5436762349802,8222.901784875514,286.98959590943286,-36.69650791713625,119.62494015032058,75.89225053739226,13.018090847896046
USA_SMI_SER,-76.559,38.889,139.80327145321252,1042.7616060036892,8380.878573584796,305.4524696907698,-19.196728546787483,108.6761002096651,71.4793716628776,13
USA_SWH,-91.125278,34.108889,175,1302.0068015647757,7847.7350991470885,324,13.215233434711328,134,66,20.201360312955142
USA_SYL_HL1,-89.34765,46.2420166666667,43,878.5838815678686,9953.288713319896,225.99999999999997,-142,106.68769507474732,31.20128980680647,35.441267923760726
USA_SYL_HL2,-89.34765,46.2420166666667,43,878.5838815678686,9953.288713319896,225.99999999999997,-142,106.68769507474732,31.20128980680647,35.441267923760726
USA_TNB,-84.704072,36.471197,135.08674514960467,1409.433273374076,7677.526388098395,283,-18.913254850395365,137.77036485656745,82.88518242828373,12.913254850395361
USA_TNO,-84.281866,35.966,146.1341657995217,1497.0824463127597,7571.893340492532,292.1341657995217,-5.865834200478309,156.7027604458575,78.91233006367995,19.307207375228526
USA_TNP,-84.287933,35.96041,146.27981625150284,1488.6585462446037,7571.732891356156,292.2798162515029,-5.747180672066561,155.65556158824222,78.31428233233642,20
USA_TNY,-83.501202,35.687635,127.55143317785736,1285.1274179840843,7368.010378253597,272.5514331778573,-21.076093822654936,134.85194221192498,66.69135640093911,20.351810411583614
USA_UMB_CON,-84.7133333333333,45.5597222222222,60.97363101945679,821.466231227942,8995.293503302377,219.97363101945677,-100.0263689805432,102.33569304421093,36.42625814747487,25
USA_UMB_GIR,-84.6975,45.5625,61.01673175006758,793.8302522420379,9007.09798883051,220.03039677824418,-99.98326824993242,98.9498047497973,35.980201528041476,24.999999999999996
USA_WIL_WC1,-90.0866666666667,45.8130555555556,50.00000000000001,872.0103481648218,10196.940179334668,238.19037494568565,-141.91660146299418,116.41914173316117,24,44.00000000000001
USA_WIL_WC2,-90.0866666666667,45.8130555555556,50.00000000000001,872.0103481648218,10196.940179334668,238.19037494568565,-141.91660146299418,116.41914173316117,24,44.00000000000001
USA_WVF,-79.690668,39.058867,93.95548418349262,1408.3560420211718,7908.178822398407,248.95548418349262,-62.255593370204195,149.86049649290504,95.59323430724949,15
UZB_YAN_DIS,60.620666666666665,41.65193055555555,139.00000000000003,101.74517871764417,11481.990368336625,369.00000000000006,-68,19,1,64.7467979479522
ZAF_FRA_FRA,19.060978,-33.884334,166.99999999999997,973.8168782602936,3423.729797757125,260.06578938236896,76.76926415507813,166.9173396800855,24.727437848804833,64.75189707121655
ZAF_NOO_E3_IRR,19.337516666666666,-33.20099166666667,126.72033843888961,637.8946772170542,4413.318346293296,255.1180323824819,4.720338438889575,110.08451459378436,15.21207379057953,62.2493689169984
ZAF_RAD,19.108,-34.08,154.2704319110341,929.9052363414805,3181.0490065120066,238.18712543270206,72.83338704333597,155.45715096380275,26,62.203443938808164
ZAF_SOU_SOU,19.0933,-34.087,152.8335143112229,929.3320191692699,3158.6355188306434,235.8335143112229,72.75682079291539,153.45497404174344,26.923306481692485,60.272137453082564
ZAF_WEL_SOR,18.95601667,-33.48173889,178.16905035459797,628.5175140249866,3902.207748477144,288.16905035459797,73.39131112140905,107.20089558895347,15.291972991166956,61.30847480330978
